title,rank,date,artist,url,region,chart,trend,streams
Wake Me Up Before You Go-Go,120,2017-01-01,Wham!,https://open.spotify.com/track/0ikz6tENMONtK6qGkOrU3c,Belgium,top200,MOVE_UP,3017
My Way,27,2017-01-01,Calvin Harris,https://open.spotify.com/track/1vvNmPOiUuyCbgWmtc6yfm,Belgium,top200,MOVE_DOWN,8780
Chantaje (feat. Maluma),1,2017-01-01,Shakira,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,Argentina,top200,SAME_POSITION,253019
This Girl (Kungs Vs. Cookin' On 3 Burners),115,2017-01-01,Kungs,https://open.spotify.com/track/0tICYNayWWhH9GPeFrfjfD,Australia,top200,MOVE_DOWN,15022
Last Christmas,104,2017-01-01,Wham!,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78,Belgium,top200,MOVE_UP,3323
Don't Stop Believin',145,2017-01-01,Journey,https://open.spotify.com/track/4bHsxqR3GMrXTxEPLuK5ue,Austria,top200,MOVE_UP,1501
Eu Sei de Cor - Ao Vivo | Acústico,4,2017-01-01,Marília Mendonça,https://open.spotify.com/track/45wqPwIH4A5cr2IyyD4WKf,Brazil,top200,MOVE_DOWN,217394
"How Far I'll Go - From ""Moana""",130,2017-01-01,Alessia Cara,https://open.spotify.com/track/5hYTyyh2odQKphUbMqc5gN,Austria,top200,MOVE_UP,1630
Tuesday,76,2017-01-01,"Burak Yeter, Danelle Sandoval",https://open.spotify.com/track/7abpmGpF7PGep2rDU68GBR,Austria,top200,MOVE_UP,2700
Chöre,3,2017-01-01,Mark Forster,https://open.spotify.com/track/2nYpbaLykC2cjU8Yt5KF1v,Austria,top200,MOVE_UP,10852
Sin Contrato,172,2017-01-01,Maluma,https://open.spotify.com/track/3yHJs5NmQk2ROAWCfjniXV,Argentina,top200,MOVE_DOWN,16305
Yo Tomo Licor,125,2017-01-01,Amar Azul,https://open.spotify.com/track/5EHRc2WJASyZg3alJqsbqU,Argentina,top200,NEW_ENTRY,19889
The Hills,193,2017-01-01,The Weeknd,https://open.spotify.com/track/25khomWgBVamSdKw7hzm3l,Australia,top200,NEW_ENTRY,9938
Would I Lie to You - Radio Edit,18,2017-01-01,"David Guetta, Cedric Gervais, Chris Willis",https://open.spotify.com/track/4PdJSsESm34djLfBde9Pr2,Austria,top200,MOVE_DOWN,6960
Love My Life,150,2017-01-01,Robbie Williams,https://open.spotify.com/track/1YW369EbVyjpeLE3YbsjKQ,Austria,top200,MOVE_UP,1427
Bumbum Granada,34,2017-01-01,Mc's Zaac & Jerry Smith,https://open.spotify.com/track/4SCH5CuivFcShLpTg8lYOf,Brazil,top200,MOVE_UP,119022
Hasta Que Se Seque el Malecón (feat. Farruko) - Remix,91,2017-01-01,Jacob Forever,https://open.spotify.com/track/6sMPwcpYtxm1mlgYbp1B0t,Argentina,top200,MOVE_UP,24999
Work from Home (feat. Ty Dolla $ign),70,2017-01-01,Fifth Harmony,https://open.spotify.com/track/4tCtwWceOPWzenK2HAIJSb,Brazil,top200,MOVE_DOWN,68122
Gyal You A Party Animal,181,2017-01-01,Charly Black,https://open.spotify.com/track/1mSzZKMIPZIkn3jFV7v62b,Argentina,top200,MOVE_DOWN,15804
Work from Home (feat. Ty Dolla $ign),74,2017-01-01,Fifth Harmony,https://open.spotify.com/track/4tCtwWceOPWzenK2HAIJSb,Australia,top200,MOVE_UP,22188
Flyva,145,2017-01-02,Volkan,https://open.spotify.com/track/6W2OooyxIA7ypic7POmpOy,Denmark,top200,NEW_ENTRY,7789
Ginza,70,2017-01-01,J Balvin,https://open.spotify.com/track/5N8nNuTmIzkZOfcxXlygUw,Argentina,top200,MOVE_UP,34542
Ride,91,2017-01-01,Twenty One Pilots,https://open.spotify.com/track/2Z8WuEywRWYTKe1NybPQEW,Australia,top200,MOVE_UP,19163
Fanática Sensual,131,2017-01-01,Plan B,https://open.spotify.com/track/1BygxKyZjq2xjQiFMkSFGp,Argentina,top200,MOVE_UP,19523
Stressed Out,100,2017-01-01,Twenty One Pilots,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn,Australia,top200,MOVE_UP,17845
One Dance,22,2017-01-01,"Drake, WizKid, Kyla",https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,Austria,top200,MOVE_DOWN,6515
Middle,125,2017-01-01,"DJ Snake, Bipolar Sunshine",https://open.spotify.com/track/4OZEu0Vwq0RB2LAq14v99n,Australia,top200,MOVE_UP,13969
Hello,144,2017-01-01,"KAROL G, Ozuna",https://open.spotify.com/track/1PGENMzwUy16wlpZiuLS65,Argentina,top200,MOVE_DOWN,18555
In the Name of Love,21,2017-01-01,"Martin Garrix, Bebe Rexha",https://open.spotify.com/track/04DwTuZ2VBdJCCC5TROn7L,Austria,top200,SAME_POSITION,6754
DUELE EL CORAZON (feat. Wisin),178,2017-01-01,Enrique Iglesias,https://open.spotify.com/track/6YZdkObH88npeKrrkb8Ggf,Austria,top200,MOVE_DOWN,1253
Ocho Cuarenta,135,2017-01-01,Rodrigo,https://open.spotify.com/track/6jDx3MNG0yJdrvEBZohKBE,Argentina,top200,NEW_ENTRY,19319
Faded,48,2017-01-01,Alan Walker,https://open.spotify.com/track/7gHs73wELdeycvS48JfIos,Austria,top200,MOVE_DOWN,4184
Stressed Out,164,2017-01-01,Twenty One Pilots,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn,Argentina,top200,MOVE_DOWN,16845
Starboy,29,2017-01-01,"The Weeknd, Daft Punk",https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,Argentina,top200,SAME_POSITION,65518
Love on Me,171,2017-01-01,"Galantis, Hook N Sling",https://open.spotify.com/track/2MHCiOohBZEQuLgDTPvSzF,Belgium,top200,MOVE_DOWN,2353
En La Intimidad,193,2017-01-01,Ozuna,https://open.spotify.com/track/0QetVR4wwvyiTezQeFNdeZ,Argentina,top200,MOVE_DOWN,14484
Six Feet Under,187,2017-01-01,The Weeknd,https://open.spotify.com/track/4mU5iXHeLgbR94siF7p1sY,Australia,top200,NEW_ENTRY,10030
Trumpets,50,2017-01-01,"Sak Noel & Salvi, Sean Paul",https://open.spotify.com/track/5dH7o4TP3HYLvCjo4QAhhv,Bolivia,top200,MOVE_UP,1376
Te busco (feat. Nicky Jam),169,2017-01-01,Cosculluela,https://open.spotify.com/track/6wHm04cn5HxK6pE2ITEdUS,Argentina,top200,MOVE_DOWN,16642
Setting Fires,103,2017-01-01,"The Chainsmokers, XYLØ",https://open.spotify.com/track/0B8B8cVRFIG1yznoQe7c9s,Belgium,top200,MOVE_UP,3333
Hymn for the Weekend - Seeb Remix,140,2017-01-01,Coldplay,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,Argentina,top200,MOVE_DOWN,18823
Como Le Digo,173,2017-01-01,Rodrigo,https://open.spotify.com/track/4nH1lpWkgzQPpTYPPjWKaI,Argentina,top200,NEW_ENTRY,16260
Cuando Se Pone a Bailar,7,2017-01-01,Rombai,https://open.spotify.com/track/1MpKZi1zTXpERKwxmOu1PH,Argentina,top200,MOVE_DOWN,148369
Twist And Shout - Remastered,143,2017-01-01,The Beatles,https://open.spotify.com/track/4Z1fbYp0HuxLBje4MOZcSD,Belgium,top200,MOVE_DOWN,2673
Kokaina,77,2017-01-01,Miami Yacine,https://open.spotify.com/track/2KHbPYI22yWIOgWUsApYIS,Austria,top200,MOVE_UP,2634
No Llores,74,2017-01-01,LOAN,https://open.spotify.com/track/07GOnZWIiHWjLzUsaTv5yO,Argentina,top200,MOVE_DOWN,32778
A Rosa E O Beija-Flor - Na Praia / Ao Vivo,41,2017-01-01,Matheus & Kauan,https://open.spotify.com/track/4GQVVsUnMbZeKIx9vguKlg,Brazil,top200,MOVE_DOWN,109567
Closer,11,2017-01-01,"The Chainsmokers, Halsey",https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,Bolivia,top200,MOVE_DOWN,2898
Trust Nobody (feat. Selena Gomez & Tory Lanez),38,2017-01-01,Cashmere Cat,https://open.spotify.com/track/2wDjpPW3HZdA9quPPmZAMu,Australia,top200,MOVE_UP,45886
Cuando Me Enamoro,145,2017-01-01,Banda XXI,https://open.spotify.com/track/7IUFDlflcQjHNxg8H0us34,Argentina,top200,NEW_ENTRY,18527
Spirits,190,2017-01-01,The Strumbellas,https://open.spotify.com/track/2H6dHxAxGq5oQ9EiinNpXT,Belgium,top200,MOVE_UP,2208
Now and Later,34,2017-01-01,Sage The Gemini,https://open.spotify.com/track/08WPvDEsHvTFuB9w8tC2OS,Australia,top200,MOVE_DOWN,49628
Fake Love,20,2017-01-01,Drake,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd,Australia,top200,MOVE_DOWN,62524
Sou eu,54,2017-01-01,LUDMILLA,https://open.spotify.com/track/1Tn0msQvQMbD6woO9VnEG3,Brazil,top200,MOVE_UP,84670
Work,99,2017-01-01,"Rihanna, Drake",https://open.spotify.com/track/14WWzenpaEgQZlqPq2nk4v,Austria,top200,MOVE_DOWN,2118
Trumpets,132,2017-01-01,"Sak Noel & Salvi, Sean Paul",https://open.spotify.com/track/5dH7o4TP3HYLvCjo4QAhhv,Argentina,top200,MOVE_DOWN,19427
Sugar,121,2017-01-01,Maroon 5,https://open.spotify.com/track/494OU6M7NOf4ICYb4zWCf5,Brazil,top200,MOVE_UP,38790
(What A) Wonderful World - Remastered,172,2017-01-01,Sam Cooke,https://open.spotify.com/track/27K3ZDS5B4fwjhwyihrdzC,Belgium,top200,MOVE_DOWN,2346
Persiana Americana,185,2017-01-01,Agapornis,https://open.spotify.com/track/4amGeAvkzFunJTHZ0KJZba,Argentina,top200,NEW_ENTRY,15501
No Quiere Enamorarse (Remix) [feat. Daddy Yankee],42,2017-01-01,Ozuna,https://open.spotify.com/track/4vlbjBSMqycZk6t4HVRpnC,Argentina,top200,MOVE_DOWN,52670
Hear Me Now,94,2017-01-01,"Alok, Bruno Martini, Zeeba",https://open.spotify.com/track/1a5Yu5L18qNxVhXx38njON,Belgium,top200,MOVE_UP,3483
Sola Otra Vez,108,2017-01-01,El Polaco,https://open.spotify.com/track/1zwH02KhFWC4wOtiZ1We1g,Argentina,top200,MOVE_UP,22560
Cake - Challenge Version,186,2017-01-01,"Flo Rida, 99 Percent",https://open.spotify.com/track/6t2ubAB4iSYOuIpRAOGd4t,Austria,top200,NEW_ENTRY,1224
Treat You Better,57,2017-01-01,Shawn Mendes,https://open.spotify.com/track/4Hf7WnR761jpxPr5D46Bcd,Argentina,top200,MOVE_DOWN,42815
Bad Ideas,4,2017-01-01,Alle Farben,https://open.spotify.com/track/76gwG061wqdatYhicO2hG4,Austria,top200,MOVE_DOWN,10837
iPhone 17 (feat. Moé),40,2017-01-01,KC Rebell,https://open.spotify.com/track/6rwCkGBh7CV6pcdxZKbcsG,Austria,top200,MOVE_UP,4691
Smells Like Teen Spirit,155,2017-01-01,Nirvana,https://open.spotify.com/track/5ghIJDpPoe3CfHMGu71E6T,Belgium,top200,NEW_ENTRY,2516
Photograph,128,2017-01-01,Ed Sheeran,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,Brazil,top200,MOVE_DOWN,37266
My Way,25,2017-01-01,Calvin Harris,https://open.spotify.com/track/1vvNmPOiUuyCbgWmtc6yfm,Argentina,top200,SAME_POSITION,70795
Sex,65,2017-01-01,"Cheat Codes, Kris Kross Amsterdam",https://open.spotify.com/track/5DA77EqppDmCTWGovd4oTP,Austria,top200,MOVE_DOWN,3107
Love On The Brain,137,2017-01-01,Rihanna,https://open.spotify.com/track/2aksifNn5ph8igDOkPBA02,Austria,top200,MOVE_UP,1572
Spirits,129,2017-01-01,The Strumbellas,https://open.spotify.com/track/2H6dHxAxGq5oQ9EiinNpXT,Austria,top200,MOVE_UP,1631
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",16,2017-01-01,"ZAYN, Taylor Swift",https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,Belgium,top200,MOVE_UP,10970
Trust Nobody (feat. Selena Gomez & Tory Lanez),92,2017-01-01,Cashmere Cat,https://open.spotify.com/track/2wDjpPW3HZdA9quPPmZAMu,Belgium,top200,MOVE_UP,3498
Que Sorte A Nossa - Live,57,2017-01-01,Matheus & Kauan,https://open.spotify.com/track/4rWCLK8mfQ6JpArmgIT8aK,Brazil,top200,MOVE_UP,80504
Immortal,137,2017-01-01,J. Cole,https://open.spotify.com/track/6AGON2BGdPmPMJGiiNuuwl,Australia,top200,NEW_ENTRY,13217
Chillax (feat. Ky-Mani Marley),52,2017-01-01,Farruko,https://open.spotify.com/track/1lxswgIpzV6HhENRvkflES,Argentina,top200,MOVE_DOWN,44495
I Would Like,106,2017-01-01,Zara Larsson,https://open.spotify.com/track/4Q4jmPHwu0wrJvqrld0FQ6,Austria,top200,MOVE_UP,1957
Trust Nobody (feat. Selena Gomez & Tory Lanez),115,2017-01-01,Cashmere Cat,https://open.spotify.com/track/2wDjpPW3HZdA9quPPmZAMu,Austria,top200,MOVE_UP,1871
Bom,51,2017-01-01,LUDMILLA,https://open.spotify.com/track/25SL3ZSbEGtu4oU14xllMQ,Brazil,top200,MOVE_UP,88012
Let Her Go,179,2017-01-01,Passenger,https://open.spotify.com/track/2jyjhRf6DVbMPU5zxagN2h,Belgium,top200,NEW_ENTRY,2300
Bad and Boujee (feat. Lil Uzi Vert),64,2017-01-01,Migos,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR,Australia,top200,MOVE_UP,25042
Don't Wanna Know,15,2017-01-01,"Maroon 5, Kendrick Lamar",https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r,Bolivia,top200,MOVE_DOWN,2566
Make Me (Cry),108,2017-01-01,"Noah Cyrus, Labrinth",https://open.spotify.com/track/2BrzlUj1u1CtvaJDGIKpsP,Belgium,top200,MOVE_UP,3278
Lost on You,79,2017-01-01,LP,https://open.spotify.com/track/3SqvR3HYLlCTYzbDXJ52OC,Belgium,top200,MOVE_UP,3893
Chillax (feat. Ky-Mani Marley),30,2017-01-01,Farruko,https://open.spotify.com/track/1lxswgIpzV6HhENRvkflES,Bolivia,top200,MOVE_UP,2004
An ihnen vorbei,117,2017-01-01,"Bonez MC, RAF Camora",https://open.spotify.com/track/7istTRCq9OK5cEC8sPAc50,Austria,top200,MOVE_UP,1853
"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",45,2017-01-01,Justin Timberlake,https://open.spotify.com/track/6JV2JOEocMgcZxYSZelKcc,Austria,top200,MOVE_DOWN,4310
La Noche No Es para Dormir,19,2017-01-01,Mano Arriba,https://open.spotify.com/track/3gEebOzxHpEwElicl1XBy0,Argentina,top200,SAME_POSITION,87033
Superstition - Single Version,113,2017-01-01,Stevie Wonder,https://open.spotify.com/track/5lXcSvHRVjQJ3LB2rLKQog,Belgium,top200,MOVE_DOWN,3166
Stoff und Schnaps,82,2017-01-01,"Lil Kleine, Ronnie Flex",https://open.spotify.com/track/463oFGElXVcP8ueC72zvMj,Austria,top200,MOVE_DOWN,2523
Mr. Brightside,166,2017-01-01,The Killers,https://open.spotify.com/track/7oK9VyNzrYvRFo7nQEYkWN,Austria,top200,MOVE_DOWN,1325
The Mack,31,2017-01-01,"Nevada, Mark Morrison, Fetty Wap",https://open.spotify.com/track/7aV2mflaASUmGhCErm7kBO,Austria,top200,MOVE_DOWN,5325
Set In Stone,166,2017-01-01,Guy Sebastian,https://open.spotify.com/track/4ZfpHQ2mkA4HYZtVWBfOCK,Australia,top200,NEW_ENTRY,11358
Cheap Thrills Remix (feat. Nicky Jam),84,2017-01-01,Sia,https://open.spotify.com/track/59iNA6gwthoTJ6IgpBGGHW,Argentina,top200,MOVE_UP,28288
El Perdedor,62,2017-01-01,Maluma,https://open.spotify.com/track/1iEwyiSLAunPR6uouANE0O,Argentina,top200,MOVE_DOWN,39691
Love Me Now,35,2017-01-01,John Legend,https://open.spotify.com/track/6nxQdXa1uAL0rY72wPZu89,Belgium,top200,MOVE_UP,7567
Too Good,72,2017-01-01,"Drake, Rihanna",https://open.spotify.com/track/11KJSRSgaDxqydKYiD2Jew,Australia,top200,MOVE_DOWN,22704
Caroline,85,2017-01-01,Aminé,https://open.spotify.com/track/7FB8l7UA1HKqnuSLjP9qDc,Australia,top200,MOVE_UP,20087
Weak,159,2017-01-01,AJR,https://open.spotify.com/track/3E2Zh20GDCR9B1EYjfXWyv,Australia,top200,NEW_ENTRY,11853
Millionaire (feat. Nelly),153,2017-01-01,"Cash Cash, Digital Farm Animals",https://open.spotify.com/track/3UDXkdQquqCEAJdNAsA1wO,Australia,top200,NEW_ENTRY,12179
Hear Me Now,54,2017-01-01,"Alok, Bruno Martini, Zeeba",https://open.spotify.com/track/1a5Yu5L18qNxVhXx38njON,Austria,top200,MOVE_UP,3596
We Don't Talk Anymore (feat. Selena Gomez),78,2017-01-01,Charlie Puth,https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV,Australia,top200,MOVE_UP,21150
Borro Cassette,13,2017-01-01,Maluma,https://open.spotify.com/track/6DUdDIRgLqCGq1DwkNWQTN,Argentina,top200,MOVE_UP,101535
Perfect Strangers,182,2017-01-01,"Jonas Blue, JP Cooper",https://open.spotify.com/track/5bZtRlMBU76vHuDOb1GM5u,Argentina,top200,MOVE_DOWN,15747
Starboy - Kygo Remix,167,2017-01-01,"The Weeknd, Daft Punk",https://open.spotify.com/track/6L778PA16SuyYvFhqnMndY,Australia,top200,NEW_ENTRY,11281
Malandramente,13,2017-01-01,"DENNIS, MC Nandinho, Nego Bam",https://open.spotify.com/track/7DRP2VOMpy1rrk3iYFLCW9,Brazil,top200,MOVE_UP,156803
Don't Wanna Know,13,2017-01-01,"Maroon 5, Kendrick Lamar",https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r,Belgium,top200,MOVE_UP,11503
Starving,23,2017-01-01,"Hailee Steinfeld, Grey, Zedd",https://open.spotify.com/track/1qOLh0tI7trd1zdDKxYZTe,Australia,top200,MOVE_UP,60100
Feel the Love - Sam Feldt Edit,170,2017-01-01,Janieck,https://open.spotify.com/track/3fJua408ovMRQ0JYGepaAY,Austria,top200,MOVE_UP,1303
Camarote,101,2017-01-01,Wesley Safadão,https://open.spotify.com/track/77VvA3wNFxm1P9amCKlVHQ,Brazil,top200,MOVE_UP,46169
Scars To Your Beautiful,50,2017-01-01,Alessia Cara,https://open.spotify.com/track/0prNGof3XqfTvNDxHonvdK,Belgium,top200,MOVE_UP,5368
Hey Baby,143,2017-01-01,"Dimitri Vegas & Like Mike, Diplo, Deb’s Daughter",https://open.spotify.com/track/6yc377A8qxHIjPUcjGD4ET,Austria,top200,MOVE_DOWN,1510
Geiles Leben - Madizin Single Mix,180,2017-01-01,Glasperlenspiel,https://open.spotify.com/track/4GyG53nBdaEvSEn9o8roA2,Austria,top200,MOVE_DOWN,1248
Sexual,30,2017-01-01,"NEIKED, Dyo",https://open.spotify.com/track/3AsAuGTaDQzavZZThyYlop,Belgium,top200,MOVE_UP,8475
"La Ocasion (feat. Arcangel, Ozuna & Anuel Aa)",176,2017-01-01,"De La Ghetto, Mambo Kingz, DJ Luian",https://open.spotify.com/track/498YWgZPJWIA4lphXtCNma,Argentina,top200,MOVE_DOWN,16131
Into You,62,2017-01-01,Ariana Grande,https://open.spotify.com/track/7yHEDfrJNd0zWOfXwydNH0,Belgium,top200,MOVE_DOWN,4629
Titanium (feat. Sia),70,2017-01-01,David Guetta,https://open.spotify.com/track/2dOTkLZFbpNXrhc24CnTFd,Belgium,top200,MOVE_DOWN,4170
Waves,183,2017-01-01,Dean Lewis,https://open.spotify.com/track/64xJ1MMFxxK6osZxJH857T,Austria,top200,NEW_ENTRY,1238
Meu Coração Deu PT - Ao Vivo,5,2017-01-01,"Wesley Safadão, Matheus & Kauan",https://open.spotify.com/track/6zCqeUUqLb2CapBmVwAHll,Brazil,top200,MOVE_UP,214171
Without Me,192,2017-01-01,Eminem,https://open.spotify.com/track/7lQ8MOhq6IN2w8EYcFNSUk,Australia,top200,NEW_ENTRY,9940
Acá Estoy,163,2017-01-01,El Reja,https://open.spotify.com/track/5LRSzLW5nw0j1tglHlNOHp,Argentina,top200,SAME_POSITION,16865
Bad Things (with Camila Cabello),48,2017-01-01,Machine Gun Kelly,https://open.spotify.com/track/1PSBzsahR2AKwLJgx8ehBj,Australia,top200,MOVE_UP,35340
Mercy,31,2017-01-01,Shawn Mendes,https://open.spotify.com/track/4TZy1wLyHec06pwgFYDh1a,Belgium,top200,MOVE_UP,8433
Let Me Love You,17,2017-01-01,"DJ Snake, Justin Bieber",https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,Brazil,top200,MOVE_DOWN,151704
Broccoli (feat. Lil Yachty),66,2017-01-01,Shelley FKA DRAM,https://open.spotify.com/track/7yyRTcZmCiyzzJlNzGC9Ol,Belgium,top200,MOVE_UP,4353
How Far I'll Go,174,2017-01-01,Auli'i Cravalho,https://open.spotify.com/track/6mb6lVLNrcUgLnEN8QnDJd,Australia,top200,NEW_ENTRY,10810
Let Me Love You,11,2017-01-01,"DJ Snake, Justin Bieber",https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,Austria,top200,MOVE_DOWN,8363
Would I Lie to You - Radio Edit,75,2017-01-01,"David Guetta, Cedric Gervais, Chris Willis",https://open.spotify.com/track/4PdJSsESm34djLfBde9Pr2,Argentina,top200,MOVE_DOWN,32198
Mi tesoro (feat. Nicky Jam),113,2017-01-01,Zion & Lennox,https://open.spotify.com/track/5HABnFSYvl6mTmg8nSdzHa,Argentina,top200,MOVE_DOWN,21803
Boyfriends,196,2017-01-01,"Marco Wagner, Die Obersteirer",https://open.spotify.com/track/2tUxTQSGGteM7HljpqWU6J,Austria,top200,MOVE_DOWN,1173
Love Yourself,92,2017-01-01,Justin Bieber,https://open.spotify.com/track/3hB5DgAiMAQ4DzYbsMq1IT,Brazil,top200,MOVE_DOWN,48881
Crazy,189,2017-01-01,Gnarls Barkley,https://open.spotify.com/track/1vxw6aYJls2oq3gW0DujAo,Australia,top200,NEW_ENTRY,9997
Fuiste,104,2017-01-01,Gilda,https://open.spotify.com/track/3jxP1S0xXvPBry3scDZj6h,Argentina,top200,NEW_ENTRY,23090
743,114,2017-01-01,Miranda!,https://open.spotify.com/track/08WLghN4UZFMGN532uvako,Argentina,top200,SAME_POSITION,21584
Now and Later,16,2017-01-01,Sage The Gemini,https://open.spotify.com/track/08WPvDEsHvTFuB9w8tC2OS,Austria,top200,MOVE_UP,7194
Too Good,81,2017-01-01,"Drake, Rihanna",https://open.spotify.com/track/11KJSRSgaDxqydKYiD2Jew,Belgium,top200,MOVE_UP,3857
Sexual,55,2017-01-01,"NEIKED, Dyo",https://open.spotify.com/track/3AsAuGTaDQzavZZThyYlop,Austria,top200,MOVE_UP,3472
Call On Me - Ryan Riback Extended Remix,8,2017-01-01,Starley,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,Austria,top200,MOVE_DOWN,9146
Si Te Vas,93,2017-01-01,Agapornis,https://open.spotify.com/track/3HoTiqEEY2SmTeq1XGINo3,Argentina,top200,MOVE_UP,24819
"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",61,2017-01-01,Justin Timberlake,https://open.spotify.com/track/6JV2JOEocMgcZxYSZelKcc,Brazil,top200,MOVE_DOWN,77131
Pájaro Cantor,90,2017-01-01,Abel Pintos,https://open.spotify.com/track/16rQTTMtbn0ODLyflr0O6Q,Argentina,top200,MOVE_UP,25525
In My Blood,135,2017-01-01,The Veronicas,https://open.spotify.com/track/0x4GHzCjY5MGQ960CHnVHz,Australia,top200,MOVE_UP,13270
Vou Desafiar Você,119,2017-01-01,Mc Sapao,https://open.spotify.com/track/0P3k6Jipqv1UWX0a4GmUuj,Brazil,top200,MOVE_UP,39199
In the Name of Love,52,2017-01-01,"Martin Garrix, Bebe Rexha",https://open.spotify.com/track/04DwTuZ2VBdJCCC5TROn7L,Brazil,top200,MOVE_DOWN,86200
Fala a Verdade - Ao Vivo,64,2017-01-01,"Maiara & Maraisa, Jorge & Mateus",https://open.spotify.com/track/3QhJAGDdxt749dFveYVy4M,Brazil,top200,MOVE_UP,76521
Starboy,3,2017-01-01,"The Weeknd, Daft Punk",https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,Belgium,top200,MOVE_UP,17374
Light,191,2017-01-01,San Holo,https://open.spotify.com/track/7zTx8ePYAmPFQuxP3xlXZn,Austria,top200,NEW_ENTRY,1188
24K Magic,9,2017-01-01,Bruno Mars,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P,Belgium,top200,MOVE_DOWN,12661
Ruleta Rusa,95,2017-01-01,Kevin Roldan,https://open.spotify.com/track/77KHmKnBmVGTjRCeMVXpWH,Argentina,top200,MOVE_DOWN,24358
Desde Esa Noche (feat. Maluma),12,2017-01-01,Thalia,https://open.spotify.com/track/1pWYnQIlqxTh5bxuPmTG4E,Argentina,top200,MOVE_UP,104592
Chunky,195,2017-01-01,Bruno Mars,https://open.spotify.com/track/0mBKv9DkYfQHjdMcw2jdyI,Australia,top200,NEW_ENTRY,9907
Inside the Lines (feat. Casso),131,2017-01-01,Mike Perry,https://open.spotify.com/track/3qaYuV5XZAwiOvGE91HhwS,Austria,top200,MOVE_UP,1619
Sin Contrato (feat. Fifth Harmony),44,2017-01-01,Maluma,https://open.spotify.com/track/09S64DUkxIX9EwIaULu6yN,Argentina,top200,MOVE_UP,51115
Te Quiero Pa´Mi,43,2017-01-01,"Don Omar, Zion & Lennox",https://open.spotify.com/track/3BY2mafsbsoKGqS380Xnuz,Argentina,top200,MOVE_DOWN,51352
Lot to Learn,128,2017-01-01,Luke Christopher,https://open.spotify.com/track/2HzfRSfCogBSsgW2CckVA2,Australia,top200,NEW_ENTRY,13897
Taste Of Love,167,2017-01-01,Maxi Trusso,https://open.spotify.com/track/0Xry4aZncthPqpSjFhgsHl,Argentina,top200,MOVE_DOWN,16734
Fresh Eyes,96,2017-01-01,Andy Grammer,https://open.spotify.com/track/4nMlau89VAjmV7agkl7OY3,Austria,top200,MOVE_UP,2200
Closer,8,2017-01-01,"The Chainsmokers, Halsey",https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,Brazil,top200,MOVE_DOWN,190936
Love Me,195,2017-01-01,Jane XØ,https://open.spotify.com/track/1kFJTEnAvJ70S5mXplUAFR,Austria,top200,MOVE_DOWN,1177
Call Me Maybe,154,2017-01-01,Carly Rae Jepsen,https://open.spotify.com/track/20I6sIOMTCkB6w7ryavxtO,Belgium,top200,MOVE_DOWN,2516
Bailando - Spanish Version,101,2017-01-01,"Enrique Iglesias, Descemer Bueno, Gente De Zona",https://open.spotify.com/track/32lm3769IRfcnrQV11LO4E,Argentina,top200,MOVE_UP,23646
Don't Let Me Down (feat. Daya),24,2017-01-01,The Chainsmokers,https://open.spotify.com/track/0QsvXIfqM0zZoerQfsI9lm,Austria,top200,MOVE_DOWN,5942
Jamas,178,2017-01-01,RC BAND,https://open.spotify.com/track/3bdgsOwSmdtKfo0K02BT8P,Argentina,top200,MOVE_UP,16013
24K Magic,42,2017-01-01,Bruno Mars,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P,Austria,top200,MOVE_UP,4558
Solo Dance,15,2017-01-01,Martin Jensen,https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN,Austria,top200,SAME_POSITION,7535
Hear Me Now,2,2017-01-01,"Alok, Bruno Martini, Zeeba",https://open.spotify.com/track/1a5Yu5L18qNxVhXx38njON,Brazil,top200,SAME_POSITION,269574
